p_milk_dairy, p_wheat, p_eggs, p_legumes_soy, p_seafood, p_nuts, p_unknown_allergy, p_one_allergy, p_two_allergy,
0.409121,0.727623,0.26557,0.177044,0.0942521,0.104261,0.103417,0.378155,0.204586,
0.446711,0.741721,0.319841,0.157317,0.0945202,0.11731,0.121008,0.388574,0.204883,
0.480979,0.708325,0.357207,0.17779,0.107712,0.089144,0.116725,0.390031,0.214087,
0.470262,0.723084,0.365501,0.149485,0.116554,0.0796831,0.139391,0.382473,0.233528,
0.470262,0.723084,0.365501,0.149485,0.116554,0.0796831,0.139391,0.382473,0.233528,
0.470262,0.723084,0.365501,0.149485,0.116554,0.0796831,0.139391,0.382473,0.233528,
0.470262,0.723084,0.365501,0.149485,0.116554,0.0796831,0.139391,0.382473,0.233528,
0.470262,0.723084,0.365501,0.149485,0.116554,0.0796831,0.139391,0.382473,0.233528,
0.470262,0.723084,0.365501,0.149485,0.116554,0.0796831,0.139391,0.382473,0.233528,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.469916,0.691173,0.353601,0.15784,0.113926,0.0767916,0.165215,0.366256,0.248201,
0.461051,0.678655,0.332373,0.16715,0.126981,0.0812316,0.158603,0.342233,0.235749,
0.461051,0.678655,0.332373,0.16715,0.126981,0.0812316,0.158603,0.342233,0.235749,
0.479771,0.69356,0.33133,0.172324,0.105664,0.0927583,0.159809,0.351004,0.27197,
0.479771,0.69356,0.33133,0.172324,0.105664,0.0927583,0.159809,0.351004,0.27197,
0.454845,0.689022,0.377767,0.183945,0.107383,0.108702,0.142165,0.354605,0.276942,
0.445413,0.713177,0.362535,0.183359,0.109997,0.0961329,0.11784,0.367678,0.284518,
0.454573,0.708333,0.35452,0.185465,0.0724478,0.0958814,0.0985456,0.371113,0.26331,
0.454573,0.708333,0.35452,0.185465,0.0724478,0.0958814,0.0985456,0.371113,0.26331,
0.454573,0.708333,0.35452,0.185465,0.0724478,0.0958814,0.0985456,0.371113,0.26331,
0.454573,0.708333,0.35452,0.185465,0.0724478,0.0958814,0.0985456,0.371113,0.26331,
0.454573,0.708333,0.35452,0.185465,0.0724478,0.0958814,0.0985456,0.371113,0.26331,
0.454573,0.708333,0.35452,0.185465,0.0724478,0.0958814,0.0985456,0.371113,0.26331,
0.408728,0.686774,0.343535,0.208046,0.067442,0.089516,0.111863,0.390847,0.25407,
0.408728,0.686774,0.343535,0.208046,0.067442,0.089516,0.111863,0.390847,0.25407,
0.408728,0.686774,0.343535,0.208046,0.067442,0.089516,0.111863,0.390847,0.25407,
0.408481,0.692655,0.339475,0.196222,0.0602978,0.0852852,0.114969,0.411774,0.265002,
0.433669,0.69767,0.310656,0.18223,0.0571855,0.0969803,0.129906,0.417977,0.292804,
0.40212,0.701304,0.306402,0.185832,0.0776516,0.104623,0.116075,0.436,0.273293,
0.393511,0.717888,0.2692,0.165495,0.108745,0.0853298,0.103898,0.458817,0.244112,
0.393413,0.702797,0.252142,0.166524,0.115786,0.0869663,0.118066,0.451659,0.256539,
0.407384,0.72131,0.259069,0.169208,0.136033,0.0977188,0.108351,0.454917,0.24898,
0.433202,0.690449,0.257089,0.183123,0.123503,0.104017,0.111768,0.40391,0.255735,
0.433202,0.690449,0.257089,0.183123,0.123503,0.104017,0.111768,0.40391,0.255735,
0.433202,0.690449,0.257089,0.183123,0.123503,0.104017,0.111768,0.40391,0.255735,
0.433202,0.690449,0.257089,0.183123,0.123503,0.104017,0.111768,0.40391,0.255735,
0.433202,0.690449,0.257089,0.183123,0.123503,0.104017,0.111768,0.40391,0.255735,
0.433202,0.690449,0.257089,0.183123,0.123503,0.104017,0.111768,0.40391,0.255735,
0.415491,0.714524,0.238793,0.167374,0.119815,0.129637,0.112575,0.410067,0.234275,
0.415491,0.714524,0.238793,0.167374,0.119815,0.129637,0.112575,0.410067,0.234275,
0.423125,0.735682,0.259026,0.155221,0.127239,0.125434,0.125964,0.40021,0.234037,
0.423125,0.735682,0.259026,0.155221,0.127239,0.125434,0.125964,0.40021,0.234037,
0.423125,0.735682,0.259026,0.155221,0.127239,0.125434,0.125964,0.40021,0.234037,
0.423125,0.735682,0.259026,0.155221,0.127239,0.125434,0.125964,0.40021,0.234037,
0.423125,0.735682,0.259026,0.155221,0.127239,0.125434,0.125964,0.40021,0.234037,
0.423125,0.735682,0.259026,0.155221,0.127239,0.125434,0.125964,0.40021,0.234037,
0.429012,0.731818,0.256078,0.150822,0.143718,0.127556,0.133312,0.408484,0.251265,
0.432348,0.749019,0.248559,0.134221,0.141088,0.133648,0.120237,0.411004,0.250443,
0.412767,0.727665,0.27754,0.115143,0.122433,0.131242,0.135736,0.434163,0.257251,
0.421329,0.734467,0.291581,0.137031,0.107891,0.131992,0.130614,0.417863,0.229901,
0.421329,0.734467,0.291581,0.137031,0.107891,0.131992,0.130614,0.417863,0.229901,
0.411242,0.741626,0.287546,0.138841,0.109287,0.138817,0.11584,0.406501,0.223654,
0.422882,0.743143,0.260121,0.138265,0.124859,0.130721,0.112677,0.403974,0.216295,
0.429799,0.750542,0.234637,0.141375,0.120088,0.13661,0.124312,0.413049,0.22188,
0.429799,0.750542,0.234637,0.141375,0.120088,0.13661,0.124312,0.413049,0.22188,
0.429799,0.750542,0.234637,0.141375,0.120088,0.13661,0.124312,0.413049,0.22188,
0.429799,0.750542,0.234637,0.141375,0.120088,0.13661,0.124312,0.413049,0.22188,
0.429799,0.750542,0.234637,0.141375,0.120088,0.13661,0.124312,0.413049,0.22188,
0.444188,0.720442,0.229466,0.153113,0.098576,0.157631,0.139669,0.411786,0.197139,
0.444188,0.720442,0.229466,0.153113,0.098576,0.157631,0.139669,0.411786,0.197139,
0.444188,0.720442,0.229466,0.153113,0.098576,0.157631,0.139669,0.411786,0.197139,
0.447716,0.703307,0.245283,0.14618,0.0956931,0.176469,0.11503,0.421567,0.187143,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.430831,0.726381,0.244855,0.14013,0.0941888,0.174382,0.110572,0.441163,0.182693,
0.441919,0.717709,0.255586,0.124195,0.0833224,0.183702,0.11928,0.450593,0.213069,
0.460023,0.708304,0.26464,0.130434,0.0629385,0.178503,0.100774,0.462458,0.241184,
0.473555,0.700516,0.295823,0.126576,0.0851138,0.18903,0.0942383,0.43413,0.249636,
0.447501,0.694089,0.281292,0.125443,0.0884381,0.185566,0.110763,0.445186,0.28016,
0.447501,0.694089,0.281292,0.125443,0.0884381,0.185566,0.110763,0.445186,0.28016,
0.447501,0.694089,0.281292,0.125443,0.0884381,0.185566,0.110763,0.445186,0.28016,
0.469344,0.714429,0.276526,0.10225,0.0827484,0.183901,0.121497,0.495549,0.282257,
0.470194,0.727121,0.286409,0.0932245,0.0992362,0.187958,0.125392,0.534487,0.283372,
0.470194,0.727121,0.286409,0.0932245,0.0992362,0.187958,0.125392,0.534487,0.283372,
0.513496,0.731107,0.302314,0.111321,0.0910749,0.175404,0.124452,0.539591,0.291715,
0.513496,0.731107,0.302314,0.111321,0.0910749,0.175404,0.124452,0.539591,0.291715,
0.503812,0.703798,0.294425,0.126589,0.101249,0.181132,0.139778,0.523863,0.286413,
0.470006,0.717736,0.279849,0.142455,0.0832837,0.165351,0.121032,0.496656,0.326492,
0.457894,0.718348,0.30963,0.159275,0.0872988,0.168895,0.134595,0.522765,0.291617,
0.457894,0.718348,0.30963,0.159275,0.0872988,0.168895,0.134595,0.522765,0.291617,
0.457894,0.718348,0.30963,0.159275,0.0872988,0.168895,0.134595,0.522765,0.291617,
0.478464,0.68604,0.297936,0.184999,0.0828235,0.162898,0.145584,0.481501,0.280373,
0.472113,0.702132,0.299364,0.194829,0.0933808,0.170358,0.127703,0.491796,0.268934,
0.457583,0.692758,0.313665,0.204388,0.0741007,0.161531,0.119861,0.46416,0.266931,
0.450613,0.720938,0.290089,0.2219,0.0808439,0.172578,0.137845,0.445133,0.266354,
0.450613,0.720938,0.290089,0.2219,0.0808439,0.172578,0.137845,0.445133,0.266354,
0.461196,0.755723,0.296017,0.207988,0.0852647,0.157154,0.14503,0.444969,0.25102,
0.467627,0.771639,0.28209,0.186083,0.104892,0.16649,0.158643,0.458824,0.290213,
0.438426,0.781395,0.298212,0.184838,0.12634,0.155693,0.138738,0.482326,0.270423,
0.438901,0.779548,0.304582,0.173864,0.121881,0.130708,0.124291,0.473865,0.264329,
0.433393,0.756428,0.333477,0.17207,0.115864,0.13049,0.143454,0.4728,0.261487,
0.433393,0.756428,0.333477,0.17207,0.115864,0.13049,0.143454,0.4728,0.261487,
0.397551,0.765459,0.34037,0.163639,0.132409,0.123042,0.157446,0.489165,0.248841,
0.381051,0.761474,0.333754,0.147501,0.10085,0.128932,0.148657,0.470411,0.257493,
0.381051,0.761474,0.333754,0.147501,0.10085,0.128932,0.148657,0.470411,0.257493,
0.41878,0.781543,0.328348,0.117669,0.113687,0.133292,0.150019,0.47028,0.275249,
0.41878,0.781543,0.328348,0.117669,0.113687,0.133292,0.150019,0.47028,0.275249,
0.41878,0.781543,0.328348,0.117669,0.113687,0.133292,0.150019,0.47028,0.275249,
0.438613,0.756977,0.357467,0.114316,0.112352,0.134882,0.139856,0.456068,0.256761,
0.438613,0.756977,0.357467,0.114316,0.112352,0.134882,0.139856,0.456068,0.256761,
0.42806,0.755476,0.360307,0.0897313,0.118199,0.108176,0.154855,0.465579,0.283489,
0.42806,0.755476,0.360307,0.0897313,0.118199,0.108176,0.154855,0.465579,0.283489,
0.42806,0.755476,0.360307,0.0897313,0.118199,0.108176,0.154855,0.465579,0.283489,
0.431593,0.747301,0.360258,0.0928891,0.107252,0.112329,0.146607,0.460009,0.2793,
0.405695,0.723011,0.363832,0.113618,0.121131,0.109331,0.127088,0.493685,0.272911,
0.405695,0.723011,0.363832,0.113618,0.121131,0.109331,0.127088,0.493685,0.272911,
0.405695,0.723011,0.363832,0.113618,0.121131,0.109331,0.127088,0.493685,0.272911,
0.390212,0.728681,0.363338,0.103303,0.123626,0.0921978,0.131814,0.495272,0.256414,
0.416923,0.750131,0.346081,0.105224,0.101875,0.0980129,0.114173,0.471771,0.245889,
0.416923,0.750131,0.346081,0.105224,0.101875,0.0980129,0.114173,0.471771,0.245889,
0.417455,0.738309,0.359262,0.0805882,0.0916075,0.105173,0.139591,0.453802,0.256631,
0.417455,0.738309,0.359262,0.0805882,0.0916075,0.105173,0.139591,0.453802,0.256631,
0.431885,0.734476,0.342394,0.100397,0.106224,0.0972706,0.123155,0.476248,0.235238,
0.408417,0.722947,0.370793,0.12096,0.104494,0.101939,0.150351,0.435668,0.269655,
0.436932,0.71963,0.360083,0.123043,0.100357,0.0900953,0.146807,0.42117,0.281015,
0.452096,0.729906,0.394612,0.144325,0.0863603,0.106503,0.139233,0.447626,0.273485,
0.452096,0.729906,0.394612,0.144325,0.0863603,0.106503,0.139233,0.447626,0.273485,
0.452096,0.729906,0.394612,0.144325,0.0863603,0.106503,0.139233,0.447626,0.273485,
0.464858,0.724469,0.419542,0.144679,0.105294,0.0875312,0.1292,0.468535,0.301054,
0.464858,0.724469,0.419542,0.144679,0.105294,0.0875312,0.1292,0.468535,0.301054,
0.464858,0.724469,0.419542,0.144679,0.105294,0.0875312,0.1292,0.468535,0.301054,
0.464858,0.724469,0.419542,0.144679,0.105294,0.0875312,0.1292,0.468535,0.301054,
0.479567,0.714203,0.405782,0.152935,0.098799,0.0974148,0.147065,0.473625,0.298849,
0.48787,0.74305,0.372949,0.142024,0.0818806,0.0929175,0.151159,0.483028,0.301623,
0.490114,0.727264,0.374135,0.15941,0.079546,0.0722729,0.155481,0.452032,0.283709,
0.516268,0.720174,0.367666,0.14796,0.0803456,0.0849451,0.171167,0.472045,0.298843,
0.516268,0.720174,0.367666,0.14796,0.0803456,0.0849451,0.171167,0.472045,0.298843,
0.504401,0.697033,0.36965,0.136991,0.095438,0.108475,0.200992,0.442903,0.293242,
0.475098,0.662357,0.380584,0.154689,0.102178,0.127032,0.185558,0.440931,0.294749,
0.48291,0.657644,0.384715,0.159432,0.106673,0.11148,0.156378,0.452471,0.303766,
0.48291,0.657644,0.384715,0.159432,0.106673,0.11148,0.156378,0.452471,0.303766,
0.48291,0.657644,0.384715,0.159432,0.106673,0.11148,0.156378,0.452471,0.303766,
0.444225,0.631669,0.386147,0.149914,0.112915,0.120551,0.146743,0.446567,0.32217,
0.444225,0.631669,0.386147,0.149914,0.112915,0.120551,0.146743,0.446567,0.32217,
0.404119,0.621758,0.359912,0.14684,0.146771,0.12114,0.141977,0.456294,0.291786,
0.404119,0.621758,0.359912,0.14684,0.146771,0.12114,0.141977,0.456294,0.291786,
0.395565,0.601205,0.34188,0.14553,0.157575,0.094108,0.144638,0.426174,0.302906,
0.382872,0.595014,0.316127,0.16676,0.153157,0.0925016,0.135091,0.419478,0.297613,
0.382872,0.595014,0.316127,0.16676,0.153157,0.0925016,0.135091,0.419478,0.297613,
0.382872,0.595014,0.316127,0.16676,0.153157,0.0925016,0.135091,0.419478,0.297613,
0.378547,0.607767,0.324416,0.134585,0.170709,0.104912,0.15583,0.397374,0.262037,
0.363833,0.583603,0.328927,0.145088,0.171157,0.0970365,0.174725,0.408563,0.257548,
0.363833,0.583603,0.328927,0.145088,0.171157,0.0970365,0.174725,0.408563,0.257548,
0.378939,0.59815,0.357235,0.132814,0.149531,0.105137,0.163736,0.432937,0.268563,
0.398921,0.578676,0.366388,0.13967,0.16327,0.0785836,0.1603,0.427586,0.271992,
0.422563,0.597731,0.384871,0.145979,0.167458,0.0678165,0.154543,0.437489,0.296072,
0.422563,0.597731,0.384871,0.145979,0.167458,0.0678165,0.154543,0.437489,0.296072,
0.422563,0.597731,0.384871,0.145979,0.167458,0.0678165,0.154543,0.437489,0.296072,
0.447796,0.575593,0.368838,0.15758,0.159652,0.0701625,0.184254,0.442148,0.312817,
0.447796,0.575593,0.368838,0.15758,0.159652,0.0701625,0.184254,0.442148,0.312817,
0.447796,0.575593,0.368838,0.15758,0.159652,0.0701625,0.184254,0.442148,0.312817,
0.447796,0.575593,0.368838,0.15758,0.159652,0.0701625,0.184254,0.442148,0.312817,
0.447796,0.575593,0.368838,0.15758,0.159652,0.0701625,0.184254,0.442148,0.312817,
0.463119,0.573562,0.357203,0.14703,0.158601,0.0763823,0.19772,0.468555,0.331085,
0.463119,0.573562,0.357203,0.14703,0.158601,0.0763823,0.19772,0.468555,0.331085,
0.462902,0.600613,0.335869,0.150199,0.115015,0.0810648,0.187222,0.431845,0.313764,
0.462902,0.600613,0.335869,0.150199,0.115015,0.0810648,0.187222,0.431845,0.313764,
0.436052,0.597551,0.308995,0.146807,0.123961,0.0561397,0.164454,0.400551,0.313888,
0.42309,0.594339,0.318029,0.143354,0.122332,0.0607132,0.20286,0.410779,0.300367,
0.42309,0.594339,0.318029,0.143354,0.122332,0.0607132,0.20286,0.410779,0.300367,
0.408925,0.58361,0.322614,0.154117,0.13225,0.0626212,0.167699,0.407939,0.335567,
0.408925,0.58361,0.322614,0.154117,0.13225,0.0626212,0.167699,0.407939,0.335567,
0.407353,0.563923,0.313613,0.138534,0.120248,0.0737551,0.145771,0.42379,0.347875,
0.407353,0.563923,0.313613,0.138534,0.120248,0.0737551,0.145771,0.42379,0.347875,
0.41259,0.558329,0.317947,0.137153,0.144894,0.0835316,0.146389,0.423885,0.342371,
0.379871,0.585174,0.326114,0.125686,0.136905,0.104319,0.136123,0.426952,0.362948,
0.369215,0.635442,0.356882,0.118121,0.131201,0.1066,0.142796,0.454588,0.366787,
0.369215,0.635442,0.356882,0.118121,0.131201,0.1066,0.142796,0.454588,0.366787,
0.405455,0.647543,0.349956,0.0989549,0.121255,0.104769,0.151892,0.432395,0.366097,
0.419889,0.632671,0.337476,0.0784868,0.11724,0.108846,0.158525,0.439023,0.381153,
0.436139,0.629865,0.310744,0.0768453,0.141883,0.128048,0.131595,0.433052,0.380506,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.426896,0.626463,0.314639,0.0846949,0.136049,0.130603,0.120748,0.423791,0.384331,
0.428572,0.598219,0.343072,0.0895635,0.146503,0.119851,0.152417,0.428412,0.375738,
0.419782,0.605974,0.331821,0.0754042,0.140503,0.110162,0.16323,0.435413,0.383153,
0.419782,0.605974,0.331821,0.0754042,0.140503,0.110162,0.16323,0.435413,0.383153,
0.380996,0.610706,0.333017,0.0794715,0.104463,0.0964352,0.15155,0.433094,0.35723,
0.380996,0.610706,0.333017,0.0794715,0.104463,0.0964352,0.15155,0.433094,0.35723,
0.390125,0.622789,0.354089,0.094004,0.114544,0.0930416,0.162639,0.415512,0.359687,
0.409893,0.636488,0.354421,0.0951805,0.130381,0.087258,0.166664,0.400293,0.354726,
0.409893,0.636488,0.354421,0.0951805,0.130381,0.087258,0.166664,0.400293,0.354726,
0.389394,0.618339,0.354416,0.112091,0.127426,0.092302,0.167774,0.414079,0.334466,
0.389394,0.618339,0.354416,0.112091,0.127426,0.092302,0.167774,0.414079,0.334466,
0.373733,0.640469,0.345629,0.130853,0.130414,0.122569,0.178054,0.427457,0.337379,
0.352699,0.681531,0.356784,0.116105,0.141686,0.107596,0.158601,0.46871,0.32272,
0.381705,0.681544,0.362339,0.0868597,0.162321,0.0931058,0.158961,0.481023,0.312701,
0.369751,0.672267,0.356683,0.0996759,0.127049,0.0964284,0.131794,0.445371,0.290369,
0.343811,0.709038,0.353805,0.0996197,0.152602,0.106196,0.123556,0.439399,0.271273,
0.356035,0.718129,0.344719,0.0858657,0.161304,0.120241,0.113664,0.423016,0.25861,
0.356035,0.718129,0.344719,0.0858657,0.161304,0.120241,0.113664,0.423016,0.25861,
0.356035,0.718129,0.344719,0.0858657,0.161304,0.120241,0.113664,0.423016,0.25861,
0.374274,0.715199,0.333977,0.0903265,0.169745,0.115959,0.145065,0.418707,0.267425,
0.388237,0.708629,0.322429,0.115727,0.173598,0.102787,0.17663,0.390351,0.255339,
0.388237,0.708629,0.322429,0.115727,0.173598,0.102787,0.17663,0.390351,0.255339,
0.407831,0.686042,0.328951,0.121642,0.175011,0.125736,0.184222,0.38329,0.285818,
0.423385,0.667996,0.284639,0.099277,0.165989,0.141324,0.166889,0.38341,0.292114,
0.392771,0.673857,0.296907,0.119086,0.160809,0.1448,0.155497,0.376718,0.311931,
0.392771,0.673857,0.296907,0.119086,0.160809,0.1448,0.155497,0.376718,0.311931,
0.392771,0.673857,0.296907,0.119086,0.160809,0.1448,0.155497,0.376718,0.311931,
0.412168,0.626813,0.298027,0.0990215,0.147419,0.119142,0.149967,0.373374,0.313872,
0.440564,0.626169,0.27417,0.124661,0.122073,0.149992,0.161189,0.371583,0.302417,
0.440564,0.626169,0.27417,0.124661,0.122073,0.149992,0.161189,0.371583,0.302417,
0.411661,0.632009,0.282269,0.095029,0.126479,0.160702,0.139533,0.380462,0.304071,
0.411661,0.632009,0.282269,0.095029,0.126479,0.160702,0.139533,0.380462,0.304071,
0.382819,0.639697,0.266979,0.105406,0.100781,0.150569,0.127052,0.396701,0.319663,
0.382819,0.639697,0.266979,0.105406,0.100781,0.150569,0.127052,0.396701,0.319663,
0.363976,0.624396,0.255774,0.11536,0.0848613,0.131655,0.111281,0.413972,0.322035,
0.382422,0.619992,0.24745,0.136551,0.0704277,0.120687,0.086405,0.407512,0.356404,
0.382422,0.619992,0.24745,0.136551,0.0704277,0.120687,0.086405,0.407512,0.356404,
0.382422,0.619992,0.24745,0.136551,0.0704277,0.120687,0.086405,0.407512,0.356404,
0.380907,0.619207,0.241384,0.15024,0.0742097,0.14098,0.100226,0.406763,0.404514,
0.400452,0.608704,0.232281,0.157524,0.0735959,0.149511,0.116789,0.417864,0.387102,
0.412539,0.599967,0.258686,0.150739,0.0905482,0.139045,0.102227,0.431133,0.387483,
0.412539,0.599967,0.258686,0.150739,0.0905482,0.139045,0.102227,0.431133,0.387483,
0.412539,0.599967,0.258686,0.150739,0.0905482,0.139045,0.102227,0.431133,0.387483,
0.412539,0.599967,0.258686,0.150739,0.0905482,0.139045,0.102227,0.431133,0.387483,
0.424669,0.57595,0.250771,0.162998,0.106351,0.145388,0.112855,0.436978,0.365399,
0.401803,0.574208,0.216305,0.147881,0.104412,0.169699,0.120406,0.446961,0.348712,
0.392252,0.598014,0.214129,0.154612,0.0764606,0.16966,0.111227,0.471144,0.335136,
0.393052,0.571987,0.223898,0.157491,0.0612395,0.166455,0.103363,0.475953,0.326012,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.432738,0.626928,0.203069,0.144397,0.0672912,0.165601,0.0953956,0.461918,0.337347,
0.447708,0.669826,0.224099,0.171733,0.0530179,0.150958,0.0995014,0.461779,0.319219,
0.449529,0.668307,0.215963,0.164727,0.0562851,0.135523,0.115518,0.441037,0.298548,
0.449529,0.668307,0.215963,0.164727,0.0562851,0.135523,0.115518,0.441037,0.298548,
0.449529,0.668307,0.215963,0.164727,0.0562851,0.135523,0.115518,0.441037,0.298548,
0.449529,0.668307,0.215963,0.164727,0.0562851,0.135523,0.115518,0.441037,0.298548,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.476992,0.669899,0.227705,0.174534,0.0500779,0.153247,0.0964141,0.470745,0.317128,
0.477265,0.697088,0.235606,0.16075,0.0574011,0.130493,0.105429,0.482835,0.332787,
0.507538,0.713141,0.222389,0.160318,0.0774107,0.124933,0.11021,0.447636,0.351753,
0.501946,0.696687,0.212358,0.155803,0.0937788,0.128688,0.121399,0.469376,0.347379,
0.501946,0.696687,0.212358,0.155803,0.0937788,0.128688,0.121399,0.469376,0.347379,
0.481842,0.690731,0.231833,0.174252,0.097822,0.12412,0.0953096,0.52073,0.334829,
0.470448,0.667409,0.236896,0.13938,0.103324,0.116929,0.0900811,0.531852,0.345345,
0.448076,0.678194,0.223361,0.139432,0.092433,0.113577,0.0920086,0.52146,0.347886,
0.448563,0.690712,0.202585,0.114684,0.0750049,0.103453,0.105001,0.529926,0.338677,
0.448563,0.690712,0.202585,0.114684,0.0750049,0.103453,0.105001,0.529926,0.338677,
0.482321,0.698182,0.199841,0.121872,0.0810931,0.123863,0.138369,0.521037,0.35815,
0.510854,0.723371,0.188599,0.128612,0.102955,0.131574,0.11514,0.496659,0.341565,
0.490343,0.740251,0.216023,0.101123,0.113497,0.117296,0.129619,0.512689,0.330621,
0.490343,0.740251,0.216023,0.101123,0.113497,0.117296,0.129619,0.512689,0.330621,
0.477221,0.748714,0.245847,0.131582,0.109968,0.11893,0.139699,0.522163,0.325675,
0.477221,0.748714,0.245847,0.131582,0.109968,0.11893,0.139699,0.522163,0.325675,
0.463075,0.761887,0.250331,0.145728,0.102429,0.134306,0.132142,0.520369,0.302526,
0.463075,0.761887,0.250331,0.145728,0.102429,0.134306,0.132142,0.520369,0.302526,
0.476257,0.750912,0.277313,0.115704,0.105541,0.137311,0.149319,0.554129,0.281124,
0.430676,0.73009,0.264191,0.120149,0.0962649,0.13851,0.123253,0.55913,0.311972,
0.430676,0.73009,0.264191,0.120149,0.0962649,0.13851,0.123253,0.55913,0.311972,
0.418771,0.707522,0.238267,0.144842,0.123691,0.127467,0.112359,0.555917,0.314599,
0.418771,0.707522,0.238267,0.144842,0.123691,0.127467,0.112359,0.555917,0.314599,
0.418771,0.707522,0.238267,0.144842,0.123691,0.127467,0.112359,0.555917,0.314599,
0.440155,0.695778,0.240346,0.129492,0.116409,0.124574,0.127803,0.586737,0.307625,
0.445275,0.688426,0.261738,0.141791,0.100143,0.115038,0.137263,0.556608,0.280865,
0.437116,0.72035,0.255465,0.119291,0.101598,0.114249,0.139551,0.556211,0.265172,
0.437116,0.72035,0.255465,0.119291,0.101598,0.114249,0.139551,0.556211,0.265172,
0.437116,0.72035,0.255465,0.119291,0.101598,0.114249,0.139551,0.556211,0.265172,
0.437116,0.72035,0.255465,0.119291,0.101598,0.114249,0.139551,0.556211,0.265172,
0.392085,0.6943,0.259259,0.132659,0.109305,0.104938,0.133976,0.53688,0.262073,
0.419551,0.689498,0.223807,0.121703,0.125306,0.10954,0.140099,0.524915,0.285427,
0.419551,0.689498,0.223807,0.121703,0.125306,0.10954,0.140099,0.524915,0.285427,
0.416793,0.69502,0.216975,0.120131,0.120844,0.100758,0.166021,0.544847,0.276399,
0.416793,0.69502,0.216975,0.120131,0.120844,0.100758,0.166021,0.544847,0.276399,
0.416793,0.69502,0.216975,0.120131,0.120844,0.100758,0.166021,0.544847,0.276399,
0.400952,0.709871,0.227696,0.140966,0.113267,0.0922993,0.155995,0.534274,0.285742,
